timestamp,load,temperature,humidity,precipitation,wind_speed,wind_direction,pressure,cloud_cover
2013-01-04 05:00:00,2.2208121827411174,5.7,92,0.0,10.5,96,1025.8,0
2013-01-04 06:00:00,2.53807106598985,5.5,92,0.0,10.9,96,1025.9,0
2013-01-04 07:00:00,2.2208121827411174,5.4,92,0.0,11.2,96,1026.0,0
2013-01-04 08:00:00,2.5380710659898478,5.3,91,0.0,11.5,94,1026.3,1
2013-01-04 09:00:00,7.296954314720823,5.8,90,0.0,12.3,93,1026.7,1
2013-01-04 10:00:00,10.46954314720813,8.4,82,0.0,10.4,92,1027.4,2
2013-01-04 11:00:00,2.53807106598985,11.1,75,0.0,8.6,90,1027.4,9
2013-01-04 12:00:00,2.53807106598985,13.1,69,0.0,7.2,87,1026.7,38
2013-01-04 13:00:00,2.85532994923858,14.5,62,0.0,5.9,76,1026.0,66
2013-01-04 14:00:00,3.17258883248731,15.1,58,0.0,5.2,74,1025.2,68
2013-01-04 15:00:00,2.538071065989845,15.3,57,0.0,3.7,61,1024.9,1
2013-01-04 16:00:00,13.959390862944172,14.9,62,0.0,3.1,21,1024.5,1
2013-01-04 17:00:00,16.81472081218275,13.6,70,0.0,5.5,11,1024.7,2
2013-01-04 18:00:00,2.2208121827411174,10.7,83,0.0,7.1,30,1024.5,1
2013-01-04 19:00:00,2.2208121827411174,8.8,87,0.0,7.3,57,1024.4,3
2013-01-04 20:00:00,2.53807106598985,7.0,91,0.0,5.5,79,1024.5,0
2013-01-04 21:00:00,2.2208121827411174,6.0,96,0.0,5.1,86,1024.3,0
2013-01-04 22:00:00,2.2208121827411174,5.6,97,0.0,5.8,94,1024.3,60
2013-01-04 23:00:00,2.2208121827411174,5.5,95,0.0,7.6,98,1024.4,56
2013-01-05 00:00:00,2.53807106598985,5.5,92,0.0,8.9,104,1024.3,0
2013-01-05 01:00:00,2.2208121827411174,5.5,90,0.0,9.0,106,1024.3,5
2013-01-05 02:00:00,2.2208121827411174,5.4,90,0.0,8.6,105,1024.2,28
2013-01-05 03:00:00,2.2208121827411174,5.2,91,0.0,8.5,102,1024.2,45
2013-01-05 04:00:00,2.5380710659898478,4.9,92,0.0,8.4,100,1024.1,66
2013-01-05 05:00:00,2.53807106598985,4.7,93,0.0,8.0,98,1024.0,72
2013-01-05 06:00:00,2.2208121827411174,4.3,95,0.0,8.0,95,1024.0,70
2013-01-05 07:00:00,2.2208121827411174,4.5,93,0.0,8.6,92,1024.0,53
2013-01-05 08:00:00,2.5380710659898478,3.9,96,0.0,8.6,90,1024.4,85
2013-01-05 09:00:00,2.8553299492385773,4.5,94,0.0,9.4,88,1024.5,94
2013-01-05 10:00:00,1.5862944162436523,7.2,90,0.0,8.6,88,1025.0,89
2013-01-05 11:00:00,2.5380710659898478,10.3,82,0.0,6.5,87,1025.2,82
2013-01-05 12:00:00,2.5380710659898478,12.8,69,0.0,4.7,86,1024.9,72
2013-01-05 13:00:00,2.5380710659898478,14.1,59,0.0,3.3,84,1023.4,78
2013-01-05 14:00:00,2.8553299492385773,14.7,53,0.0,2.0,45,1022.7,90
2013-01-05 15:00:00,1.5862944162436523,14.8,52,0.0,2.2,360,1022.5,82
2013-01-05 16:00:00,1.26903553299492,14.4,58,0.0,2.4,333,1022.3,76
2013-01-05 17:00:00,1.5862944162436523,12.9,69,0.0,5.3,332,1022.1,76
2013-01-05 18:00:00,1.903553299492385,10.4,78,0.0,5.9,349,1022.1,66
2013-01-05 19:00:00,1.5862944162436523,8.8,84,0.0,6.1,360,1021.9,60
2013-01-05 20:00:00,1.903553299492385,8.3,85,0.0,6.6,13,1022.0,50
2013-01-05 21:00:00,1.5862944162436523,7.3,88,0.0,7.0,35,1022.1,31
2013-01-05 22:00:00,1.903553299492385,5.5,94,0.0,6.0,65,1021.8,29
2013-01-05 23:00:00,1.5862944162436523,4.4,98,0.0,4.0,80,1021.6,71
2013-01-06 00:00:00,2.2208121827411174,3.9,99,0.0,3.6,84,1021.1,72
2013-01-06 01:00:00,1.5862944162436523,3.7,98,0.0,4.7,90,1020.8,75
2013-01-06 02:00:00,1.903553299492385,3.7,97,0.0,5.8,97,1020.5,60
2013-01-06 03:00:00,1.903553299492385,3.8,95,0.0,7.3,101,1020.2,63
2013-01-06 04:00:00,1.5862944162436523,3.8,93,0.0,8.4,100,1019.9,60
2013-01-06 05:00:00,1.903553299492385,3.8,93,0.0,7.6,98,1019.6,61
2013-01-06 06:00:00,1.5862944162436523,3.9,94,0.0,7.6,98,1019.4,61
2013-01-06 07:00:00,1.903553299492385,4.4,93,0.0,7.3,101,1019.6,59
2013-01-06 08:00:00,1.5862944162436523,4.5,93,0.0,6.6,99,1020.2,2
2013-01-06 09:00:00,1.26903553299492,5.4,92,0.0,6.6,99,1020.4,1
2013-01-06 10:00:00,1.26903553299492,8.2,83,0.0,4.3,95,1020.9,1
2013-01-06 11:00:00,2.538071065989845,10.5,73,0.0,2.6,106,1020.9,0
2013-01-06 12:00:00,2.5380710659898478,12.3,64,0.0,1.4,180,1020.4,0
2013-01-06 13:00:00,2.538071065989845,13.2,62,0.0,3.1,234,1019.4,0
2013-01-06 14:00:00,3.17258883248731,13.6,62,0.0,4.0,243,1018.7,0
2013-01-06 15:00:00,1.26903553299492,13.6,63,0.0,4.7,247,1018.1,0
2013-01-06 16:00:00,1.903553299492385,13.2,66,0.0,4.3,265,1018.3,0
2013-01-06 17:00:00,1.5862944162436523,12.1,73,0.0,7.2,270,1018.0,0
2013-01-06 18:00:00,1.903553299492385,11.1,76,0.0,5.4,278,1018.2,0
2013-01-06 19:00:00,1.903553299492385,10.2,83,0.0,1.1,90,1018.0,0
2013-01-06 20:00:00,1.903553299492385,7.0,94,0.0,2.5,90,1018.2,0
2013-01-06 21:00:00,1.903553299492385,5.3,99,0.0,4.7,99,1017.9,0
2013-01-06 22:00:00,2.2208121827411174,4.8,99,0.0,4.0,95,1018.4,55
2013-01-06 23:00:00,1.903553299492385,4.5,99,0.0,4.0,95,1018.3,56
2013-01-07 00:00:00,2.2208121827411174,4.4,98,0.0,3.8,107,1018.1,61
2013-01-07 01:00:00,1.903553299492385,4.4,98,0.0,5.0,111,1017.7,56
2013-01-07 02:00:00,1.903553299492385,4.6,97,0.0,6.5,109,1017.4,56
2013-01-07 03:00:00,1.903553299492385,4.5,97,0.0,6.8,108,1017.0,73
2013-01-07 04:00:00,2.220812182741115,4.5,96,0.0,7.3,110,1017.1,73
2013-01-07 05:00:00,1.903553299492385,4.3,96,0.0,7.8,112,1016.7,73
2013-01-07 06:00:00,1.903553299492385,4.4,96,0.0,8.1,111,1016.6,85
2013-01-07 07:00:00,2.2208121827411174,4.2,95,0.0,8.4,110,1017.0,100
2013-01-07 08:00:00,2.8553299492385773,4.4,95,0.0,9.0,113,1017.1,100
2013-01-07 09:00:00,3.48984771573604,5.3,94,0.0,9.2,116,1017.4,90
2013-01-07 10:00:00,3.17258883248731,7.6,90,0.0,8.4,121,1017.9,34
2013-01-07 11:00:00,2.538071065989845,10.0,84,0.0,7.1,135,1018.0,37
2013-01-07 12:00:00,2.220812182741115,11.8,76,0.0,7.0,159,1017.7,40
2013-01-07 13:00:00,2.220812182741115,12.7,67,0.0,8.5,192,1017.2,34
2013-01-07 14:00:00,3.1725888324873077,12.9,63,0.0,9.4,203,1016.4,41
2013-01-07 15:00:00,2.8553299492385773,13.0,61,0.0,9.2,201,1016.3,54
2013-01-07 16:00:00,1.26903553299492,12.8,64,0.0,7.1,204,1016.4,72
2013-01-07 17:00:00,1.5862944162436523,11.9,69,0.0,5.9,218,1016.7,81
2013-01-07 18:00:00,1.903553299492385,11.1,74,0.0,4.7,203,1016.9,84
2013-01-07 19:00:00,2.2208121827411174,10.5,78,0.0,5.1,172,1016.9,64
2013-01-07 20:00:00,2.2208121827411174,10.0,80,0.0,5.1,141,1017.0,55
2013-01-07 21:00:00,1.903553299492385,9.4,82,0.0,5.6,135,1017.5,51
2013-01-07 22:00:00,2.2208121827411174,8.9,83,0.0,6.4,133,1017.4,49
2013-01-07 23:00:00,2.2208121827411174,9.2,81,0.0,8.4,133,1017.8,66
2013-01-08 00:00:00,1.903553299492385,9.1,81,0.0,8.9,130,1017.6,47
2013-01-08 01:00:00,2.2208121827411174,8.9,81,0.0,9.6,124,1017.6,58
2013-01-08 02:00:00,2.2208121827411174,9.0,80,0.0,9.1,124,1017.4,68
2013-01-08 03:00:00,1.903553299492385,8.7,81,0.0,9.7,117,1017.1,55
2013-01-08 04:00:00,2.53807106598985,8.6,82,0.0,9.8,114,1016.9,63
2013-01-08 05:00:00,2.2208121827411174,8.2,84,0.0,10.5,112,1016.6,86
2013-01-08 06:00:00,1.903553299492385,7.8,86,0.0,10.5,112,1016.9,87
2013-01-08 07:00:00,2.2208121827411174,8.3,84,0.0,10.8,116,1017.1,100
2013-01-08 08:00:00,3.807106598984773,8.5,83,0.0,11.4,114,1017.6,100
2013-01-08 09:00:00,9.517766497461922,9.0,81,0.0,12.1,113,1017.9,100
2013-01-08 10:00:00,2.53807106598985,9.9,78,0.0,11.3,117,1018.4,100
2013-01-08 11:00:00,2.53807106598985,11.2,75,0.0,10.8,120,1018.5,100
2013-01-08 12:00:00,1.5862944162436523,12.2,72,0.0,10.0,128,1018.1,100
2013-01-08 13:00:00,2.8553299492385773,12.7,71,0.0,9.7,132,1017.4,100
2013-01-08 14:00:00,2.220812182741115,13.2,69,0.0,9.2,135,1016.7,100
2013-01-08 15:00:00,2.538071065989848,13.3,69,0.0,8.7,142,1016.8,100
2013-01-08 16:00:00,1.26903553299492,13.0,71,0.0,8.2,142,1016.7,100
2013-01-08 17:00:00,1.5862944162436523,12.5,72,0.0,8.4,137,1016.5,100
2013-01-08 18:00:00,1.903553299492385,12.0,73,0.0,8.9,133,1016.7,100
2013-01-08 19:00:00,1.5862944162436523,11.9,73,0.0,9.7,129,1016.5,98
2013-01-08 20:00:00,1.903553299492385,11.8,73,0.0,10.1,125,1016.4,98
2013-01-08 21:00:00,1.903553299492385,11.6,73,0.0,10.6,125,1016.3,98
2013-01-08 22:00:00,1.5862944162436523,11.5,73,0.0,9.4,122,1016.3,98
2013-01-08 23:00:00,1.903553299492385,11.4,74,0.0,9.9,123,1015.9,95
2013-01-09 00:00:00,1.903553299492385,11.3,74,0.0,10.6,125,1015.3,94
2013-01-09 01:00:00,1.903553299492385,11.0,77,0.0,10.7,130,1015.1,80
2013-01-09 02:00:00,1.903553299492385,11.1,79,0.0,11.8,128,1014.4,77
2013-01-09 03:00:00,1.903553299492385,11.2,80,0.9,11.2,123,1014.3,87
2013-01-09 04:00:00,1.5862944162436523,11.2,82,1.0,11.8,128,1013.6,92
2013-01-09 05:00:00,1.903553299492385,11.2,83,1.2,12.5,147,1012.9,100
2013-01-09 06:00:00,1.903553299492385,11.3,85,0.7,13.7,157,1013.0,100
2013-01-09 07:00:00,1.903553299492385,11.1,87,0.6,13.2,154,1013.1,95
2013-01-09 08:00:00,1.26903553299492,10.9,89,0.6,12.1,157,1013.5,96
2013-01-09 09:00:00,5.393401015228435,11.0,89,1.6,12.1,157,1013.8,97
2013-01-09 10:00:00,2.2208121827411174,11.6,90,2.0,12.4,170,1013.9,99
2013-01-09 11:00:00,2.2208121827411174,12.1,91,1.6,13.6,169,1014.6,100
2013-01-09 12:00:00,2.5380710659898478,12.3,92,1.3,11.8,160,1014.1,100
2013-01-09 13:00:00,1.903553299492385,12.3,94,1.1,10.4,166,1014.1,100
2013-01-09 14:00:00,2.8553299492385773,12.7,94,0.9,10.9,172,1013.4,100
2013-01-09 15:00:00,2.5380710659898478,13.1,95,0.4,10.1,176,1013.3,100
2013-01-09 16:00:00,1.5862944162436523,13.4,92,0.3,9.1,187,1013.1,97
2013-01-09 17:00:00,1.26903553299492,13.0,95,0.2,8.9,194,1013.4,100
2013-01-09 18:00:00,1.5862944162436523,12.6,95,0.0,8.6,195,1013.4,100
2013-01-09 19:00:00,1.5862944162436523,12.7,96,0.4,8.9,201,1013.7,100
2013-01-09 20:00:00,1.5862944162436523,12.5,95,0.5,8.3,198,1013.6,100
2013-01-09 21:00:00,1.5862944162436523,12.3,97,0.2,8.4,187,1014.1,100
2013-01-09 22:00:00,1.5862944162436523,12.1,97,0.3,8.6,178,1013.9,98
2013-01-09 23:00:00,1.5862944162436523,12.2,97,0.1,9.4,173,1013.8,70
2013-01-10 00:00:00,1.903553299492385,12.1,97,0.1,9.1,173,1014.1,64
2013-01-10 01:00:00,1.5862944162436523,12.2,96,0.2,9.4,180,1013.7,98
2013-01-10 02:00:00,1.5862944162436523,12.2,97,0.3,9.2,201,1013.8,89
2013-01-10 03:00:00,1.903553299492385,12.1,97,0.3,9.0,217,1014.2,98
2013-01-10 04:00:00,1.5862944162436523,11.7,99,0.3,7.3,213,1014.0,96
2013-01-10 05:00:00,1.5862944162436523,11.7,100,0.1,6.0,197,1013.9,62
2013-01-10 06:00:00,1.5862944162436523,11.6,99,0.0,6.0,197,1014.1,69
2013-01-10 07:00:00,1.5862944162436523,11.1,99,0.0,6.6,193,1014.3,64
2013-01-10 08:00:00,1.9035532994923825,10.8,99,0.0,4.7,171,1014.8,61
2013-01-10 09:00:00,6.66243654822336,10.9,99,0.0,5.8,158,1015.0,86
2013-01-10 10:00:00,2.220812182741115,12.4,96,0.0,6.5,214,1015.3,86
2013-01-10 11:00:00,1.5862944162436523,13.2,92,0.0,4.8,243,1015.7,99
2013-01-10 12:00:00,1.9035532994923825,13.5,91,0.0,3.2,270,1015.1,100
2013-01-10 13:00:00,1.26903553299492,13.6,90,0.2,4.6,309,1014.3,100
2013-01-10 14:00:00,1.26903553299492,14.2,84,0.2,6.4,322,1014.0,100
2013-01-10 15:00:00,10.152284263959404,13.5,85,0.2,7.8,326,1013.9,87
2013-01-10 16:00:00,1.26903553299492,13.3,87,0.0,6.1,332,1014.2,44
2013-01-10 17:00:00,1.5862944162436523,12.7,88,0.0,3.3,311,1013.8,30
2013-01-10 18:00:00,1.5862944162436523,11.5,92,0.0,4.3,318,1014.0,24
2013-01-10 19:00:00,1.5862944162436523,10.5,95,0.0,2.9,353,1013.3,9
2013-01-10 20:00:00,1.903553299492385,10.7,94,0.0,1.8,37,1013.7,20
2013-01-10 21:00:00,1.5862944162436523,10.1,98,0.0,2.6,124,1013.6,40
2013-01-10 22:00:00,1.903553299492385,9.6,99,0.0,2.5,172,1014.1,100
2013-01-10 23:00:00,1.5862944162436523,7.7,100,0.0,2.5,135,1014.1,100
2013-01-11 00:00:00,1.5862944162436523,6.9,100,0.0,2.8,130,1014.5,100
2013-01-11 01:00:00,1.903553299492385,6.9,100,0.0,3.8,131,1013.9,100
2013-01-11 02:00:00,1.5862944162436523,7.0,100,0.0,4.3,132,1014.0,100
2013-01-11 03:00:00,1.903553299492385,7.3,99,0.0,4.1,128,1014.1,100
2013-01-11 04:00:00,1.5862944162436523,7.3,99,0.0,4.4,125,1013.7,100
2013-01-11 05:00:00,1.5862944162436523,7.7,99,0.0,3.9,124,1013.8,100
2013-01-11 06:00:00,1.903553299492385,8.2,99,0.0,4.7,122,1013.3,100
2013-01-11 07:00:00,1.5862944162436523,8.3,99,0.0,6.3,121,1013.2,100
2013-01-11 08:00:00,2.220812182741115,8.2,98,0.0,6.8,122,1013.6,92
2013-01-11 09:00:00,6.6624365482233525,8.6,97,0.0,8.2,128,1013.6,70
2013-01-11 10:00:00,1.9035532994923825,9.5,94,0.0,5.7,125,1013.8,58
2013-01-11 11:00:00,1.26903553299492,10.8,89,0.0,5.5,148,1013.6,51
2013-01-11 12:00:00,1.5862944162436523,12.1,76,0.0,7.3,191,1013.4,49
2013-01-11 13:00:00,2.2208121827411174,12.6,70,0.0,8.6,202,1012.2,89
2013-01-11 14:00:00,2.5380710659898478,12.9,68,0.0,8.3,198,1011.8,97
2013-01-11 15:00:00,2.538071065989845,13.1,67,0.0,8.2,195,1011.5,98
2013-01-11 16:00:00,1.26903553299492,12.9,70,0.0,6.8,198,1011.2,98
2013-01-11 17:00:00,1.5862944162436523,12.4,74,0.0,7.3,200,1011.3,94
2013-01-11 18:00:00,1.5862944162436523,11.7,80,0.0,9.4,198,1011.0,65
2013-01-11 19:00:00,1.5862944162436523,11.4,87,0.3,11.1,209,1011.0,93
2013-01-11 20:00:00,1.5862944162436523,11.3,90,0.3,10.9,224,1011.1,100
2013-01-11 21:00:00,1.903553299492385,11.0,93,0.5,9.8,242,1011.0,75
2013-01-11 22:00:00,1.5862944162436523,10.7,91,0.2,7.8,248,1011.4,72
2013-01-11 23:00:00,1.903553299492385,10.4,91,0.0,6.4,243,1011.3,75
2013-01-12 00:00:00,1.5862944162436523,10.2,91,0.0,6.9,242,1011.2,99
2013-01-12 01:00:00,1.903553299492385,9.8,91,0.4,8.7,246,1011.1,100
2013-01-12 02:00:00,1.5862944162436523,9.7,92,0.3,10.1,243,1010.7,100
2013-01-12 03:00:00,1.903553299492385,9.8,92,0.5,11.0,247,1010.5,100
2013-01-12 04:00:00,1.5862944162436523,9.8,92,0.2,10.2,247,1010.3,100
2013-01-12 05:00:00,1.903553299492385,9.7,91,0.1,9.4,247,1009.9,94
2013-01-12 06:00:00,1.5862944162436523,9.4,89,0.2,7.9,254,1009.5,62
2013-01-12 07:00:00,1.903553299492385,9.2,92,0.3,7.9,254,1009.7,60
2013-01-12 08:00:00,1.5862944162436523,9.3,90,0.2,9.0,254,1010.0,51
2013-01-12 09:00:00,2.8553299492385773,9.5,89,0.2,10.0,249,1010.0,54
2013-01-12 10:00:00,1.26903553299492,10.6,85,0.1,11.0,251,1010.0,63
2013-01-12 11:00:00,1.9035532994923825,11.1,79,0.5,13.1,261,1009.8,57
2013-01-12 12:00:00,1.903553299492385,11.3,77,0.7,17.2,260,1008.9,55
2013-01-12 13:00:00,2.220812182741115,10.4,78,1.8,20.2,265,1008.3,63
2013-01-12 14:00:00,2.220812182741115,10.7,81,0.5,19.9,265,1008.1,72
2013-01-12 15:00:00,1.26903553299492,10.7,83,0.7,18.9,256,1007.8,92
2013-01-12 16:00:00,1.26903553299492,10.3,85,2.2,19.6,264,1007.4,62
2013-01-12 17:00:00,1.5862944162436523,9.4,81,2.1,20.5,269,1007.6,85
2013-01-12 18:00:00,1.5862944162436523,8.5,89,1.0,17.8,277,1007.3,68
2013-01-12 19:00:00,1.5862944162436523,8.4,92,2.5,18.9,291,1007.4,67
2013-01-12 20:00:00,1.903553299492385,8.0,93,1.2,16.0,301,1007.3,87
2013-01-12 21:00:00,1.5862944162436523,7.8,95,0.3,13.8,303,1007.6,58
2013-01-12 22:00:00,1.903553299492385,7.6,96,0.2,14.2,297,1007.5,87
2013-01-12 23:00:00,1.5862944162436523,7.3,94,0.1,10.0,311,1007.9,79
2013-01-13 00:00:00,1.903553299492385,7.2,92,0.0,6.1,320,1007.8,57
2013-01-13 01:00:00,1.903553299492385,6.7,93,0.0,4.0,297,1007.7,74
2013-01-13 02:00:00,1.5862944162436523,6.7,94,0.0,4.7,274,1007.8,95
2013-01-13 03:00:00,1.903553299492385,7.2,92,0.0,4.5,256,1007.9,77
2013-01-13 04:00:00,1.5862944162436523,7.3,93,0.2,6.1,230,1007.4,94
2013-01-13 05:00:00,1.903553299492385,7.7,92,0.0,7.5,215,1006.9,95
2013-01-13 06:00:00,1.903553299492385,7.9,92,0.1,9.6,214,1006.7,100
2013-01-13 07:00:00,1.5862944162436523,8.0,89,0.4,10.2,228,1006.6,99
2013-01-13 08:00:00,1.5862944162436523,8.0,90,0.3,7.8,236,1007.1,84
2013-01-13 09:00:00,1.26903553299492,8.2,91,0.0,6.5,273,1007.6,55
2013-01-13 10:00:00,1.26903553299492,9.8,86,0.0,5.3,332,1009.0,40
2013-01-13 11:00:00,2.538071065989845,10.4,81,0.0,12.6,336,1009.6,49
2013-01-13 12:00:00,2.220812182741115,10.9,78,0.1,17.2,340,1010.2,51
2013-01-13 13:00:00,1.9035532994923825,10.9,77,0.0,20.4,334,1009.6,53
2013-01-13 14:00:00,2.8553299492385773,11.1,75,0.0,22.5,333,1009.7,41
2013-01-13 15:00:00,1.26903553299492,11.4,72,0.0,20.3,337,1010.2,32
2013-01-13 16:00:00,1.5862944162436523,11.3,74,0.0,17.4,342,1010.7,23
2013-01-13 17:00:00,1.26903553299492,10.9,76,0.0,15.2,346,1011.4,10
2013-01-13 18:00:00,1.5862944162436523,10.1,79,0.0,14.2,344,1012.1,1
2013-01-13 19:00:00,1.903553299492385,9.2,82,0.0,13.2,338,1012.8,0
2013-01-13 20:00:00,1.5862944162436523,8.7,83,0.0,13.2,343,1013.4,1
2013-01-13 21:00:00,1.903553299492385,8.4,84,0.0,11.8,348,1014.1,1
2013-01-13 22:00:00,1.5862944162436523,7.9,85,0.0,10.8,345,1014.9,4
2013-01-13 23:00:00,1.903553299492385,7.3,87,0.0,10.3,348,1015.2,2
